LINE_SEG_NBR,MILEPOST,TRACK_SDTK_NBR,TEST_DT,DEF_NBR,GEO_CAR_NME,DEF_PRTY,DEF_LGTH,DEF_AMPLTD,TSC_CD,CLASS,TEST_FSPD,TEST_PSPD,DFCT_TYPE
1,90.49644,0,13Apr2011,8529,GEO107,YEL,6,-1.11,T,5,70,0,SURFACE
1,91.88788,0,13Apr2011,8530,GEO107,YEL,1,-1,T,5,70,0,SURFACE
1,92.14474,0,13Apr2011,8532,GEO107,YEL,9,1.35,T,5,70,0,DIP
1,92.14796,0,13Apr2011,8533,GEO107,YEL,9,-1.13,T,5,70,0,SURFACE
1,92.14758,0,13Apr2011,8534,GEO107,YEL,13,-1.2,T,5,70,0,SURFACE
1,92.61319,0,13Apr2011,8536,GEO107,YEL,4,1.28,T,5,70,0,DIP
1,93.71215,0,13Apr2011,8542,GEO107,YEL,10,1.57,T,4,60,0,DIP
1,94.10535,0,13Apr2011,8545,GEO107,RED,21,1.95,T,4,60,0,DIP
1,94.21089,0,13Apr2011,8547,GEO107,RED,17,1.32,T,4,60,0,XLEVEL
1,94.30717,0,13Apr2011,8548,GEO107,YEL,4,1.55,T,4,60,0,DIP
1,95.40668,0,13Apr2011,8550,GEO107,YEL,9,1.65,T,4,60,0,DIP
1,95.83669,0,13Apr2011,8551,GEO107,YEL,13,1.17,T,4,60,0,XLEVEL
1,96.61176,0,13Apr2011,8552,GEO107,YEL,9,1.16,T,4,60,0,XLEVEL
1,97.32364,0,13Apr2011,8558,GEO107,RED,16,1.27,T,4,60,0,XLEVEL
1,97.32706,0,13Apr2011,8559,GEO107,RED,29,1.28,T,4,60,0,XLEVEL
1,97.33808,0,13Apr2011,8560,GEO107,YEL,9,1.2,T,4,60,0,XLEVEL
1,97.34892,0,13Apr2011,8561,GEO107,RED,31,1.37,T,4,60,0,XLEVEL
1,97.35633,0,13Apr2011,8562,GEO107,RED,37,1.27,T,4,60,0,XLEVEL
1,97.37039,0,13Apr2011,8563,GEO107,YEL,9,1.16,T,4,60,0,XLEVEL
1,97.37628,0,13Apr2011,8564,GEO107,RED,41,1.68,T,4,60,0,XLEVEL
1,97.38844,0,13Apr2011,8565,GEO107,RED,17,1.37,T,4,60,0,XLEVEL
1,97.39301,0,13Apr2011,8566,GEO107,RED,18,1.31,T,4,60,0,XLEVEL
1,97.42152,0,13Apr2011,8567,GEO107,YEL,5,1.16,T,4,60,0,XLEVEL
1,97.4599,0,13Apr2011,8568,GEO107,YEL,8,1.15,T,4,60,0,XLEVEL
1,97.73375,0,13Apr2011,8569,GEO107,YEL,9,1.62,T,4,60,0,DIP
1,98.21903,0,13Apr2011,8570,GEO107,YEL,4,1.69,T,4,60,0,DIP
1,98.85696,0,13Apr2011,8571,GEO107,RED,36,1.32,T,4,60,0,XLEVEL
1,98.86151,0,13Apr2011,8572,GEO107,YEL,15,1.25,T,4,60,0,XLEVEL
1,99.42887,0,13Apr2011,8573,GEO107,YEL,4,1.13,T,4,60,0,XLEVEL
1,99.52396,0,13Apr2011,8574,GEO107,YEL,2,1.12,T,4,60,0,XLEVEL
1,99.55276,0,13Apr2011,8575,GEO107,YEL,12,1.18,T,4,60,0,XLEVEL
1,99.8388,0,13Apr2011,8576,GEO107,YEL,4,1.54,T,4,60,0,DIP
1,100.65765,0,13Apr2011,8577,GEO107,YEL,10,1.63,T,4,60,0,DIP
1,102.15681,0,13Apr2011,8578,GEO107,YEL,8,1.74,T,4,60,0,DIP
1,102.59608,0,13Apr2011,8580,GEO107,YEL,7,1.68,T,4,60,0,DIP
1,102.73028,0,13Apr2011,8581,GEO107,YEL,11,1.7,T,4,60,0,DIP
1,105.81406,0,13Apr2011,8583,GEO107,YEL,13,1.66,T,4,60,0,DIP
1,105.81771,0,13Apr2011,8584,GEO107,YEL,9,-1.82,T,4,60,0,SURFACE
1,105.82828,0,13Apr2011,8586,GEO107,RED,4,-1.41,T,4,60,0,XLEVEL
1,105.89838,0,13Apr2011,8588,GEO107,RED,17,2.15,T,4,60,0,DIP
1,105.90165,0,13Apr2011,8589,GEO107,YEL,6,-1.84,T,4,60,0,SURFACE
1,110.51173,0,13Apr2011,8590,GEO107,RED,18,1.93,T,4,60,0,DIP
1,110.51438,0,13Apr2011,8591,GEO107,YEL,10,-1.92,T,4,60,0,SURFACE
1,112.3754,0,13Apr2011,8623,GEO107,YEL,15,1.75,T,4,60,0,DIP
1,112.66864,0,13Apr2011,8624,GEO107,RED,6,1.81,T,4,60,0,DIP
1,112.6753,0,13Apr2011,8625,GEO107,YEL,5,1.73,T,4,60,0,DIP
1,112.68584,0,13Apr2011,8626,GEO107,YEL,7,1.58,T,4,60,0,DIP
1,112.70268,0,13Apr2011,8627,GEO107,YEL,7,1.63,T,4,60,0,DIP
1,113.20135,0,13Apr2011,8628,GEO107,RED,10,-1.26,T,4,60,0,XLEVEL
1,113.22491,0,13Apr2011,8629,GEO107,YEL,7,1.66,T,4,60,0,DIP
1,116.31948,0,13Apr2011,8630,GEO107,RED,10,1.83,T,4,60,0,DIP
1,116.32212,0,13Apr2011,8631,GEO107,YEL,6,-1.81,T,4,60,0,SURFACE
1,116.3225,0,13Apr2011,8632,GEO107,YEL,4,-1.79,T,4,60,0,SURFACE
1,119.14657,0,13Apr2011,8633,GEO107,YEL,5,1.54,C,4,60,0,DIP
1,121.91057,0,13Apr2011,8634,GEO107,RED,20,2.07,T,4,60,0,DIP
1,121.91341,0,13Apr2011,8635,GEO107,RED,3,-2.01,T,4,60,0,SURFACE
1,121.91416,0,13Apr2011,8636,GEO107,YEL,2,-1.95,T,4,60,0,SURFACE
1,122.15988,0,13Apr2011,8637,GEO107,YEL,4,1.56,T,4,60,0,DIP
1,122.44327,0,13Apr2011,8638,GEO107,RED,19,2.74,T,4,60,0,DIP
1,122.44535,0,13Apr2011,8639,GEO107,RED,9,-2.42,T,4,60,0,SURFACE
1,122.44611,0,13Apr2011,8640,GEO107,RED,10,-2.1,T,4,60,0,SURFACE
1,124.56641,0,13Apr2011,8643,GEO107,RED,5,-1.29,T,4,60,0,XLEVEL
1,124.56977,0,13Apr2011,8644,GEO107,YEL,4,-1.19,T,4,60,0,XLEVEL
1,125.1153,0,13Apr2011,8645,GEO107,YEL,7,1.55,T,4,60,0,DIP
1,125.14729,0,13Apr2011,8646,GEO107,YEL,13,1.73,T,4,60,0,DIP
1,125.34418,0,13Apr2011,8647,GEO107,RED,8,-1.26,T,4,60,0,XLEVEL
1,126.66093,0,13Apr2011,8648,GEO107,YEL,10,1.7,T,4,60,0,DIP
1,128.09697,0,13Apr2011,8649,GEO107,YEL,4,1.53,T,4,60,0,DIP
1,128.88251,0,13Apr2011,8650,GEO107,RED,11,1.76,T,4,60,0,DIP
1,128.89983,0,13Apr2011,8651,GEO107,RED,9,2.02,T,4,60,0,DIP
1,128.90265,0,13Apr2011,8652,GEO107,YEL,3,-1.79,T,4,60,0,SURFACE
1,128.90247,0,13Apr2011,8653,GEO107,YEL,6,-1.91,T,4,60,0,SURFACE
1,129.72188,0,13Apr2011,8654,GEO107,RED,42,1.37,T,4,60,0,XLEVEL
1,129.73366,0,13Apr2011,8655,GEO107,YEL,5,1.12,T,4,60,0,XLEVEL
1,129.76273,0,13Apr2011,8656,GEO107,RED,132,1.86,T,4,60,0,XLEVEL
1,129.79597,0,13Apr2011,8657,GEO107,YEL,26,1.25,T,4,60,0,XLEVEL
1,129.81306,0,13Apr2011,8658,GEO107,RED,119,2.15,T,4,60,0,XLEVEL
1,130.86761,0,13Apr2011,8659,GEO107,RED,22,1.49,T,4,60,0,XLEVEL
1,131.81178,0,13Apr2011,8660,GEO107,RED,28,1.36,T,4,60,0,XLEVEL
1,138.41898,0,13Apr2011,8662,GEO107,RED,31,1.5,T,4,60,0,XLEVEL
1,138.42924,0,13Apr2011,8663,GEO107,YEL,7,1.17,T,4,60,0,XLEVEL
1,138.43596,0,13Apr2011,8664,GEO107,RED,17,1.29,T,4,60,0,XLEVEL
1,138.43782,0,13Apr2011,8665,GEO107,YEL,2,1.12,T,4,60,0,XLEVEL
1,139.45567,0,13Apr2011,8666,GEO107,YEL,7,1.6,T,4,60,0,DIP
1,139.67751,0,13Apr2011,8667,GEO107,RED,11,-1.27,T,4,60,0,XLEVEL
1,140.06914,0,13Apr2011,8668,GEO107,RED,24,1.5,T,4,60,0,XLEVEL
1,141.78477,0,13Apr2011,8669,GEO107,YEL,2,1.13,T,4,60,0,XLEVEL
1,141.9133,0,13Apr2011,8670,GEO107,YEL,3,-1.12,T,4,60,0,XLEVEL
1,141.94456,0,13Apr2011,8671,GEO107,YEL,7,-1.18,T,4,60,0,XLEVEL
1,141.94897,0,13Apr2011,8672,GEO107,YEL,15,-1.23,T,4,60,0,XLEVEL
1,144.60677,0,13Apr2011,8673,GEO107,YEL,6,1.6,T,4,60,0,DIP
1,144.7298,0,13Apr2011,8674,GEO107,YEL,3,1.51,T,4,60,0,DIP
1,145.75119,0,13Apr2011,8675,GEO107,YEL,16,-1.19,T,4,60,0,XLEVEL
1,145.7571,0,13Apr2011,8676,GEO107,YEL,12,-1.14,T,4,60,0,XLEVEL
1,145.78513,0,13Apr2011,8677,GEO107,RED,45,-1.49,T,4,60,0,XLEVEL
1,145.80171,0,13Apr2011,8678,GEO107,YEL,22,-1.24,T,4,60,0,XLEVEL
1,145.81201,0,13Apr2011,8679,GEO107,RED,39,-1.53,T,4,60,0,XLEVEL
1,145.86388,0,13Apr2011,8680,GEO107,RED,70,-1.43,T,4,60,0,XLEVEL
1,146.57092,0,13Apr2011,8681,GEO107,YEL,11,1.25,T,4,60,0,XLEVEL
1,146.58359,0,13Apr2011,8682,GEO107,YEL,12,1.62,T,4,60,0,DIP
1,147.48288,0,13Apr2011,8683,GEO107,RED,72,-1.75,T,4,60,0,XLEVEL
1,147.54509,0,13Apr2011,8685,GEO107,RED,19,1.62,T,4,60,0,XLEVEL
1,147.55194,0,13Apr2011,8686,GEO107,RED,50,1.84,T,4,60,0,XLEVEL
1,147.59874,0,13Apr2011,8688,GEO107,YEL,6,-1.16,T,4,60,0,XLEVEL
1,147.90182,0,13Apr2011,8689,GEO107,RED,19,1.61,T,4,60,0,XLEVEL
1,148.00598,0,13Apr2011,8691,GEO107,YEL,10,1.7,T,4,60,0,DIP
1,148.01569,0,13Apr2011,8692,GEO107,RED,11,1.99,T,4,60,0,DIP
1,148.02708,0,13Apr2011,8693,GEO107,YEL,12,-1.2,T,4,60,0,XLEVEL
1,148.46555,0,13Apr2011,8694,GEO107,YEL,6,1.16,T,4,60,0,XLEVEL
1,151.61841,0,13Apr2011,8697,GEO107,YEL,11,1.67,T,4,60,0,DIP
1,151.62834,0,13Apr2011,8699,GEO107,RED,46,-2.06,T,4,60,0,XLEVEL
1,151.64996,0,13Apr2011,8700,GEO107,YEL,8,-1.19,T,4,60,0,XLEVEL
1,152.77623,0,13Apr2011,8701,GEO107,RED,44,-1.41,T,4,60,0,XLEVEL
1,152.8019,0,13Apr2011,8702,GEO107,RED,8,1.8,T,4,60,0,DIP
1,153.00685,0,13Apr2011,8703,GEO107,YEL,10,1.55,T,4,60,0,DIP
1,153.08286,0,13Apr2011,8708,GEO107,RED,3,-1.39,T,4,60,0,XLEVEL
1,153.09848,0,13Apr2011,8710,GEO107,RED,7,1.8,T,4,60,0,DIP
1,153.10152,0,13Apr2011,8711,GEO107,RED,4,-2.03,T,4,60,0,SURFACE
1,153.10533,0,13Apr2011,8712,GEO107,RED,3,2.06,T,4,60,0,DIP
1,153.11047,0,13Apr2011,8713,GEO107,YEL,3,-1.13,T,4,60,0,XLEVEL
1,153.43143,0,13Apr2011,8714,GEO107,RED,15,1.79,T,4,60,0,DIP
1,153.4398,0,13Apr2011,8715,GEO107,YEL,1,-1.75,T,4,60,0,SURFACE
1,154.66597,0,13Apr2011,8716,GEO107,RED,11,1.99,T,4,60,0,DIP
1,154.66899,0,13Apr2011,8717,GEO107,YEL,1,-1.75,T,4,60,0,SURFACE
1,154.66881,0,13Apr2011,8718,GEO107,YEL,4,-1.79,T,4,60,0,SURFACE
1,154.94188,0,13Apr2011,8719,GEO107,RED,19,1.33,T,4,60,0,XLEVEL
1,154.95284,0,13Apr2011,8720,GEO107,RED,23,1.26,T,4,60,0,XLEVEL
1,155.18019,0,13Apr2011,8721,GEO107,RED,21,1.33,T,4,60,0,XLEVEL
1,155.18434,0,13Apr2011,8722,GEO107,RED,20,1.27,T,4,60,0,XLEVEL
1,155.33585,0,13Apr2011,8723,GEO107,YEL,5,1.55,T,4,60,0,DIP
1,158.35098,0,13Apr2011,8724,GEO107,YEL,8,1.58,T,4,60,0,DIP
1,159.85614,0,13Apr2011,8725,GEO107,RED,38,-1.79,T,4,60,0,XLEVEL
1,160.52809,0,13Apr2011,8727,GEO107,YEL,7,-1.22,T,4,60,0,XLEVEL
1,160.64197,0,13Apr2011,8729,GEO107,RED,23,2.29,T,4,60,0,DIP
1,160.64479,0,13Apr2011,8730,GEO107,RED,8,-2.09,T,4,60,0,SURFACE
1,160.64517,0,13Apr2011,8731,GEO107,YEL,11,-1.94,T,4,60,0,SURFACE
1,160.6497,0,13Apr2011,8732,GEO107,YEL,4,1.75,T,4,60,0,DIP
1,160.66798,0,13Apr2011,8733,GEO107,YEL,7,-1.18,T,4,60,0,XLEVEL
1,160.67365,0,13Apr2011,8734,GEO107,RED,5,-1.39,T,4,60,0,XLEVEL
1,163.06593,0,13Apr2011,8735,GEO107,YEL,9,-1.16,T,4,60,0,XLEVEL
1,164.0289,0,13Apr2011,8736,GEO107,YEL,9,1.69,T,4,60,0,DIP
1,166.80441,0,13Apr2011,8737,GEO107,YEL,6,1.56,T,4,60,0,DIP
1,166.90306,0,13Apr2011,8738,GEO107,YEL,10,1.6,T,4,60,0,DIP
1,166.91542,0,13Apr2011,8739,GEO107,RED,18,2.04,T,4,60,0,DIP
1,166.91902,0,13Apr2011,8740,GEO107,RED,11,-2.2,T,4,60,0,SURFACE
1,167.19684,0,13Apr2011,8741,GEO107,RED,22,2.29,T,4,60,0,DIP
1,167.20845,0,13Apr2011,8742,GEO107,RED,17,1.36,T,4,60,0,XLEVEL
1,167.21321,0,13Apr2011,8743,GEO107,RED,9,1.89,T,4,60,0,DIP
1,168.34966,0,13Apr2011,8745,GEO107,YEL,13,1.75,T,4,60,0,DIP
1,169.29034,0,13Apr2011,8746,GEO107,RED,10,1.88,T,4,60,0,DIP
1,169.29111,0,13Apr2011,8747,GEO107,RED,12,-1.39,T,4,60,0,XLEVEL
1,171.53329,0,13Apr2011,8750,GEO107,YEL,7,1.54,C,4,60,0,DIP
1,171.53575,0,13Apr2011,8751,GEO107,YEL,13,-1.96,C,4,60,0,SURFACE
1,174.25633,0,13Apr2011,8753,GEO107,YEL,12,-1.17,T,4,60,0,XLEVEL
1,176.59221,0,13Apr2011,8755,GEO107,RED,13,-1.32,T,4,60,0,XLEVEL
1,178.68045,0,13Apr2011,8756,GEO107,RED,8,1.76,T,4,60,0,DIP
1,182.95938,0,13Apr2011,8757,GEO107,RED,6,1.79,T,4,60,0,DIP
1,182.96223,0,13Apr2011,8758,GEO107,YEL,3,-1.8,T,4,60,0,SURFACE
1,184.75221,0,13Apr2011,8759,GEO107,YEL,9,-1.17,T,4,60,0,XLEVEL
1,185.22954,0,13Apr2011,8760,GEO107,YEL,8,1.63,T,4,60,0,DIP
1,186.58752,0,13Apr2011,8761,GEO107,YEL,5,1.53,T,4,60,0,DIP
1,187.69136,0,13Apr2011,8762,GEO107,YEL,18,1.66,T,4,60,0,DIP
1,188.03777,0,13Apr2011,8763,GEO107,RED,12,1.88,T,4,60,0,DIP
1,188.04517,0,13Apr2011,8764,GEO107,YEL,7,1.74,T,4,60,0,DIP
1,188.05826,0,13Apr2011,8765,GEO107,RED,6,1.81,T,4,60,0,DIP
1,188.1279,0,13Apr2011,8766,GEO107,RED,21,-1.34,T,4,60,0,XLEVEL
1,188.16338,0,13Apr2011,8767,GEO107,RED,15,-1.29,T,4,60,0,XLEVEL
1,188.94679,0,13Apr2011,8768,GEO107,YEL,2,-1.12,T,4,60,0,XLEVEL
1,188.95073,0,13Apr2011,8769,GEO107,YEL,8,-1.14,T,4,60,0,XLEVEL
1,189.8196,0,13Apr2011,8770,GEO107,YEL,4,-1.84,T,4,60,0,SURFACE
1,189.82204,0,13Apr2011,8771,GEO107,RED,23,2.51,T,4,60,0,DIP
1,190.60838,0,13Apr2011,8772,GEO107,YEL,6,1.59,T,4,60,0,DIP
1,191.68196,0,13Apr2011,8773,GEO107,RED,15,2.11,T,4,60,0,DIP
1,191.69612,0,13Apr2011,8774,GEO107,YEL,6,1.58,T,4,60,0,DIP
1,191.84401,0,13Apr2011,8775,GEO107,RED,19,2.07,T,4,60,0,DIP
1,191.84665,0,13Apr2011,8776,GEO107,YEL,1,-1.75,T,4,60,0,SURFACE
1,191.84778,0,13Apr2011,8777,GEO107,YEL,13,-1.91,T,4,60,0,SURFACE
1,191.86119,0,13Apr2011,8778,GEO107,RED,9,1.82,T,4,60,0,DIP
1,191.86705,0,13Apr2011,8781,GEO107,RED,4,-2.05,T,4,60,0,SURFACE
1,191.86723,0,13Apr2011,8783,GEO107,RED,2,1.36,T,4,60,0,XLEVEL
1,191.95474,0,13Apr2011,8786,GEO107,YEL,11,1.74,T,4,60,0,DIP
1,191.9581,0,13Apr2011,8787,GEO107,RED,6,-2.01,T,4,60,0,SURFACE
1,191.96164,0,13Apr2011,8788,GEO107,RED,3,2.06,T,4,60,0,DIP
1,192.41098,0,13Apr2011,8789,GEO107,YEL,6,1.55,T,4,60,0,DIP
1,195.25542,0,13Apr2011,8791,GEO107,YEL,3,1.51,T,4,60,0,DIP
1,196.9236,0,13Apr2011,8792,GEO107,YEL,5,1.55,T,4,60,0,DIP
1,197.25761,0,13Apr2011,8793,GEO107,RED,8,1.89,T,4,60,0,DIP
1,197.28506,0,13Apr2011,8794,GEO107,YEL,9,1.63,T,4,60,0,DIP
1,197.29889,0,13Apr2011,8795,GEO107,YEL,9,1.74,T,4,60,0,DIP
1,197.31346,0,13Apr2011,8796,GEO107,YEL,9,1.64,T,4,60,0,DIP
1,197.32008,0,13Apr2011,8797,GEO107,RED,10,2.16,T,4,60,0,DIP
1,197.32936,0,13Apr2011,8798,GEO107,YEL,6,1.67,T,4,60,0,DIP
1,197.53378,0,13Apr2011,8799,GEO107,RED,12,1.97,T,4,60,0,DIP
1,197.79083,0,13Apr2011,8800,GEO107,YEL,3,1.53,T,4,60,0,DIP
1,198.91571,0,13Apr2011,8801,GEO107,YEL,6,1.69,T,4,60,0,DIP
1,206.65799,0,13Apr2011,8809,GEO107,YEL,8,1.61,T,4,60,0,DIP
1,208.97763,0,13Apr2011,8810,GEO107,RED,20,2.36,T,4,60,0,DIP
1,208.98085,0,13Apr2011,8811,GEO107,RED,10,-2.07,T,4,60,0,SURFACE
1,208.98143,0,13Apr2011,8812,GEO107,RED,13,-2.22,T,4,60,0,SURFACE
1,208.98616,0,13Apr2011,8813,GEO107,RED,3,2,T,4,60,0,DIP
1,209.01611,0,13Apr2011,8814,GEO107,YEL,4,-1.17,T,4,60,0,XLEVEL
1,209.03165,0,13Apr2011,8815,GEO107,YEL,2,-1.13,T,4,60,0,XLEVEL
1,209.49829,0,13Apr2011,8816,GEO107,RED,8,1.82,T,4,60,0,DIP
1,210.05203,0,13Apr2011,8817,GEO107,YEL,13,-1.25,T,4,60,0,XLEVEL
1,210.05737,0,13Apr2011,8818,GEO107,YEL,5,-1.16,T,4,60,0,XLEVEL
1,211.63971,0,13Apr2011,8819,GEO107,RED,4,1.27,T,4,60,0,XLEVEL
1,212.83238,0,13Apr2011,8820,GEO107,YEL,5,1.52,T,4,60,0,DIP
1,212.84126,0,13Apr2011,8821,GEO107,YEL,13,1.64,T,4,60,0,DIP
1,212.98032,0,13Apr2011,8822,GEO107,YEL,10,1.63,T,4,60,0,DIP
1,213.84969,0,13Apr2011,8823,GEO107,RED,15,2.11,T,4,60,0,DIP
1,213.85252,0,13Apr2011,8824,GEO107,YEL,4,-1.85,T,4,60,0,SURFACE
1,213.85327,0,13Apr2011,8825,GEO107,YEL,4,-1.78,T,4,60,0,SURFACE
1,216.14476,0,13Apr2011,8826,GEO107,YEL,6,1.65,T,4,60,0,DIP
1,219.37614,0,13Apr2011,8827,GEO107,YEL,7,1.64,T,4,60,0,DIP
1,220.39955,0,13Apr2011,8828,GEO107,RED,24,2.3,T,4,60,0,DIP
1,220.40712,0,13Apr2011,8829,GEO107,YEL,3,1.61,T,4,60,0,DIP
1,224.79111,0,13Apr2011,8830,GEO107,RED,10,1.77,T,4,60,0,DIP
2,2.57669,2,14Apr2011,8844,GEO107,RED,12,1.34,T,4,50,55,XLEVEL
2,2.58049,2,14Apr2011,8845,GEO107,RED,30,1.29,T,4,50,55,XLEVEL
2,6.18447,1,14Apr2011,8848,GEO107,RED,21,-1.44,T,4,55,60,XLEVEL
2,6.0267,1,14Apr2011,8849,GEO107,YEL,2,-1.13,T,4,55,60,XLEVEL
2,6.65095,1,14Apr2011,8851,GEO107,YEL,5,-1.15,T,4,55,60,XLEVEL
2,6.675,1,14Apr2011,8852,GEO107,RED,24,-1.45,T,4,55,60,XLEVEL
2,6.68598,1,14Apr2011,8853,GEO107,YEL,30,-1.25,T,4,55,60,XLEVEL
2,6.68902,1,14Apr2011,8854,GEO107,RED,26,-1.42,T,4,55,60,XLEVEL
2,6.69924,1,14Apr2011,8855,GEO107,YEL,16,-1.18,T,4,55,60,XLEVEL
2,6.7053,1,14Apr2011,8856,GEO107,YEL,11,-1.22,T,4,55,60,XLEVEL
2,7.21122,1,14Apr2011,8858,GEO107,RED,11,-1.31,T,4,55,60,XLEVEL
2,7.2179,1,14Apr2011,8859,GEO107,RED,35,-1.42,T,4,55,60,XLEVEL
2,7.22744,1,14Apr2011,8860,GEO107,RED,49,-1.44,T,4,55,60,XLEVEL
2,7.23965,1,14Apr2011,8861,GEO107,RED,35,-1.31,T,4,55,60,XLEVEL
2,9.77065,1,14Apr2011,8862,GEO107,YEL,9,-1.19,T,4,55,60,XLEVEL
2,9.78214,1,14Apr2011,8863,GEO107,YEL,11,-1.15,T,4,55,60,XLEVEL
2,9.78986,1,14Apr2011,8864,GEO107,YEL,5,-1.14,T,4,55,60,XLEVEL
2,9.80055,1,14Apr2011,8865,GEO107,YEL,14,-1.22,T,4,55,60,XLEVEL
2,10.45779,1,14Apr2011,8868,GEO107,YEL,9,1.17,T,4,55,60,XLEVEL
2,11.22045,1,14Apr2011,8869,GEO107,YEL,5,-1.06,T,5,70,79,SURFACE
2,11.22158,1,14Apr2011,8870,GEO107,YEL,20,1.47,T,5,70,79,DIP
2,11.23133,1,14Apr2011,8871,GEO107,RED,6,1.56,T,5,70,79,DIP
2,11.23415,1,14Apr2011,8872,GEO107,YEL,3,-1.04,T,5,70,79,SURFACE
2,11.23396,1,14Apr2011,8873,GEO107,RED,9,-1.46,T,5,70,79,SURFACE
2,11.2848,1,14Apr2011,8874,GEO107,YEL,16,-0.96,T,5,70,79,XLEVEL
2,11.47261,1,14Apr2011,8875,GEO107,YEL,2,-1,T,5,70,79,SURFACE
2,11.52345,1,14Apr2011,8876,GEO107,RED,35,-1.07,T,5,70,79,XLEVEL
2,13.43489,1,14Apr2011,8880,GEO107,YEL,2,-1.04,T,5,70,79,SURFACE
2,14.04105,1,14Apr2011,8881,GEO107,YEL,6,-1.18,T,5,70,79,SURFACE
2,18.88939,0,14Apr2011,8882,GEO107,YEL,8,-0.9,T,5,70,79,XLEVEL
2,18.8987,0,14Apr2011,8883,GEO107,YEL,22,-0.95,T,5,70,79,XLEVEL
2,21.61499,0,14Apr2011,8884,GEO107,YEL,5,-0.98,T,5,70,79,XLEVEL
2,22.54898,0,14Apr2011,8887,GEO107,RED,5,-1.4,T,5,70,79,SURFACE
2,22.54898,0,14Apr2011,8888,GEO107,RED,7,-1.35,T,5,70,79,XLEVEL
2,25.2773,0,14Apr2011,8889,GEO107,YEL,3,-0.87,T,5,70,79,XLEVEL
2,25.5902,0,14Apr2011,8890,GEO107,YEL,13,-0.95,T,5,70,79,XLEVEL
2,26.77043,0,14Apr2011,8891,GEO107,YEL,3,-1.02,C,5,70,79,SURFACE
2,26.85895,0,14Apr2011,8893,GEO107,YEL,7,-1.04,C,5,70,79,SURFACE
2,26.86007,0,14Apr2011,8894,GEO107,YEL,4,-1.02,C,5,70,79,SURFACE
2,26.86271,0,14Apr2011,8895,GEO107,YEL,14,1.46,C,5,70,79,DIP
2,26.95952,0,14Apr2011,8896,GEO107,YEL,8,-1.13,C,5,70,79,SURFACE
2,26.95952,0,14Apr2011,8897,GEO107,YEL,6,-1.13,C,5,70,79,SURFACE
2,26.962,0,14Apr2011,8898,GEO107,YEL,13,1.39,C,5,70,79,DIP
2,34.14091,0,14Apr2011,8913,GEO107,RED,8,-1.34,T,5,70,79,SURFACE
2,34.14128,0,14Apr2011,8914,GEO107,RED,10,-1.34,T,5,70,79,SURFACE
2,34.14371,0,14Apr2011,8915,GEO107,RED,16,1.78,T,5,70,79,DIP
2,34.82246,0,14Apr2011,8916,GEO107,YEL,3,1.28,C,5,70,79,DIP
2,34.82508,0,14Apr2011,8917,GEO107,RED,10,-1.68,C,5,70,79,SURFACE
2,34.83629,0,14Apr2011,8921,GEO107,RED,5,-1.43,C,5,70,79,SURFACE
2,37.79531,0,14Apr2011,8923,GEO107,YEL,28,-0.93,T,5,70,79,XLEVEL
2,39.88655,0,14Apr2011,8924,GEO107,YEL,9,1.37,T,5,70,79,DIP
2,40.16878,0,14Apr2011,8925,GEO107,YEL,6,1.3,C,5,70,79,DIP
2,40.80943,0,14Apr2011,8926,GEO107,YEL,6,-1.05,T,5,70,79,SURFACE
2,45.53529,0,14Apr2011,8927,GEO107,YEL,9,1.35,T,5,70,79,DIP
2,45.53826,0,14Apr2011,8928,GEO107,RED,8,-1.32,T,5,70,79,SURFACE
2,45.53866,0,14Apr2011,8929,GEO107,RED,14,-1.44,T,5,70,79,SURFACE
2,45.54203,0,14Apr2011,8930,GEO107,YEL,5,0.89,T,5,70,79,XLEVEL
2,45.55135,0,14Apr2011,8931,GEO107,YEL,3,-1.03,T,5,70,79,SURFACE
2,45.56305,0,14Apr2011,8932,GEO107,YEL,4,0.88,T,5,70,79,XLEVEL
2,45.57058,0,14Apr2011,8933,GEO107,RED,20,1.02,T,5,70,79,XLEVEL
2,45.57553,0,14Apr2011,8934,GEO107,RED,37,1.12,T,5,70,79,XLEVEL
2,45.57811,0,14Apr2011,8935,GEO107,YEL,13,1,T,5,70,79,XLEVEL
2,46.8362,0,14Apr2011,8936,GEO107,YEL,3,-1.04,T,5,70,79,SURFACE
2,51.60044,0,14Apr2011,8937,GEO107,YEL,15,0.92,T,5,70,79,XLEVEL
2,51.92924,0,14Apr2011,8938,GEO107,YEL,5,-1.01,T,5,70,79,SURFACE
2,51.93264,0,14Apr2011,8939,GEO107,YEL,14,1.43,T,5,70,79,DIP
2,51.94543,0,14Apr2011,8940,GEO107,RED,11,1.67,T,5,70,79,DIP
2,51.94863,0,14Apr2011,8941,GEO107,RED,9,-1.32,T,5,70,79,SURFACE
2,51.94923,0,14Apr2011,8942,GEO107,RED,10,-1.35,T,5,70,79,SURFACE
2,52.22948,0,14Apr2011,8943,GEO107,YEL,2,-1.01,T,5,70,79,SURFACE
2,52.31647,0,14Apr2011,8944,GEO107,YEL,6,-1.08,T,5,70,79,SURFACE
2,53.53936,0,14Apr2011,8948,GEO107,YEL,16,1.42,T,5,70,79,DIP
2,53.54242,0,14Apr2011,8949,GEO107,YEL,13,-1.24,T,5,70,79,SURFACE
2,53.54242,0,14Apr2011,8950,GEO107,RED,12,-1.4,T,5,70,79,SURFACE
