YEAR,MONTH,LINE_SEG_NBR,TRACK_SDTK_NBR,MILEPOST_START,MILEPOST_END,TOT_CAR_EAST,TOT_CAR_WEST,TOT_TRN_EAST,TOT_TRN_WEST,TOT_DFLT_MGT
2012, 9,2,0,145.500,147.960,2642,2642,274,279,3.693908
2012, 9,2,0,89.111,97.421,2606,2606,365,401,5.254971
2012, 9,2,0,159.299,160.665,3282,3282,273,268,3.644584
2012, 9,2,0,160.665,172.047,3504,3504,320,321,4.360295
2012, 9,2,0,172.047,173.766,3465,3465,283,276,3.673287
2012, 9,2,0,173.766,178.773,3743,3743,320,319,4.342363
2012, 9,2,0,178.773,180.483,3567,3567,286,280,3.790417
2012, 9,2,0,180.483,191.757,3876,3876,319,319,4.339183
2012, 9,2,0,191.757,194.386,3855,3855,283,276,3.734459
2012, 9,2,0,194.386,205.338,4023,4023,320,321,4.348665
2012, 9,2,0,205.338,207.166,3510,3510,274,286,3.784283
2012, 9,2,0,147.960,158.939,2732,2732,335,324,4.393182
2012, 9,2,0,158.939,159.299,3029,3029,285,276,3.670604
2012, 9,2,0,222.616,226.666,4075,4075,322,318,4.335399
2012, 9,2,0,226.666,229.371,4473,4473,281,271,3.591931
2012, 9,2,0,229.371,237.805,4140,4140,321,320,4.361875
2012, 9,2,0,237.805,239.854,3870,3870,300,254,3.594849
2012, 9,2,0,239.854,251.411,4196,4196,322,321,4.370294
2012, 9,2,0,251.411,253.186,3770,3770,272,278,3.608862
2012, 9,2,0,253.186,262.628,4490,4490,323,321,4.391246
2012, 9,2,0,262.628,264.401,4062,4062,265,274,3.666948
2012, 9,2,0,207.166,220.855,4075,4075,322,319,4.329078
2012, 9,2,0,220.855,222.616,3611,3611,268,290,3.756641
2012, 9,2,0,277.268,278.180,4765,4765,282,248,3.381294
2012, 9,2,0,278.180,287.973,5499,5499,328,322,4.451215
2012, 9,2,0,287.973,289.709,3898,3898,237,282,3.556477
2012, 9,2,0,289.709,302.303,5360,5360,329,321,4.422593
2012, 9,2,0,302.303,304.934,4136,4136,241,271,3.394319
2012, 9,2,0,304.934,316.286,5708,5708,326,319,4.417635
2012, 9,2,0,316.286,318.383,4995,4995,267,276,3.610745
2012, 9,2,0,318.383,329.059,5715,5715,323,319,4.393173
2012, 9,2,0,329.059,330.776,4932,4932,269,252,3.364245
2012, 9,2,0,264.401,275.827,4346,4346,326,322,4.419941
2012, 9,2,2,275.827,277.268,700,700,15,45,0.623896
2012, 9,2,1,275.827,277.268,4308,4308,267,203,2.742331
2012, 9,2,0,343.501,352.110,4723,4723,335,323,4.405594
2012, 9,2,0,352.110,354.346,4673,4673,283,253,3.380518
2012, 9,2,0,354.346,359.249,4960,4960,333,323,4.412520
2012, 9,2,0,359.249,360.860,4696,4696,286,261,3.563884
2012, 9,2,0,360.860,374.262,4735,4735,332,323,4.405930
2012, 9,2,0,374.262,376.061,4570,4570,276,227,3.244582
2012, 9,2,0,376.061,386.655,5254,5254,327,317,4.365759
2012, 9,2,0,386.655,388.241,5208,5208,271,269,3.628416
2012, 9,2,0,330.776,341.732,5584,5584,326,318,4.396186
2012, 9,2,0,341.732,343.501,4714,4714,272,282,3.781327
2012, 9,2,0,400.154,407.997,4372,4372,343,337,4.487162
2012, 9,2,0,407.997,408.667,3250,3250,251,294,3.540893
2012, 9,2,0,408.667,416.595,3953,3953,348,343,4.487311
2012, 9,2,0,416.595,418.680,3277,3277,246,272,3.213761
2012, 9,2,0,418.680,427.345,3889,3889,344,344,4.467315
2012, 9,2,0,427.345,429.248,1037,1037,100,309,2.616542
2012, 9,2,0,429.248,431.907,349,349,46,162,1.155045
2012, 9,2,2,431.907,434.000,841,841,66,218,1.728483
2012, 9,2,1,431.907,434.000,3849,3849,283,115,2.554420
2012, 9,2,0,388.241,398.049,4666,4666,335,330,4.451647
2012, 9,2,0,398.049,400.154,2704,2704,233,287,3.357419
2012, 9,3,1,4.600,5.800,619,619,65,26,0.287390
2012, 9,3,2,5.800,6.100,1083,1083,155,8,0.411808
2012, 9,3,1,5.800,6.100,982,982,43,28,0.306796
2012, 9,3,1,6.100,7.300,306,306,72,426,1.778470
2012, 9,3,2,6.100,7.300,795,795,393,53,1.495609
2012, 9,3,1,7.300,13.201,356,356,84,462,1.927292
2012, 9,3,2,7.300,13.201,1684,1684,480,52,1.753436
2012, 9,3,2,13.201,14.399,2435,2435,452,53,1.746817
2012, 9,3,1,13.201,14.399,1141,1141,190,518,2.382874
2012, 9,3,2,14.400,15.100,6487,6487,435,81,2.384383
2012, 9,3,1,14.400,15.100,840,840,145,564,2.551506
2012, 9,3,1,15.100,15.500,406,406,154,591,3.306045
2012, 9,3,2,15.100,17.599,6989,6989,406,97,2.475871
2012, 9,3,2,4.600,5.800,699,699,141,15,0.362590
2012, 9,3,2,17.599,29.299,8719,8719,680,76,3.636875
2012, 9,3,1,18.700,29.299,438,438,53,614,3.363891
2012, 9,3,2,29.300,36.000,8601,8601,676,39,3.508620
2012, 9,3,1,29.300,46.000,321,321,54,629,3.517662
2012, 9,3,2,36.000,41.500,11932,11932,764,107,4.303392
2012, 9,3,2,41.500,46.000,11569,11569,743,45,3.948418
2012, 9,3,1,46.000,48.270,931,931,132,550,3.566189
2012, 9,3,2,46.000,48.270,8825,8825,481,44,2.950448
2012, 9,3,2,48.270,49.599,8848,8848,603,83,3.919801
2012, 9,3,1,48.270,57.199,1235,1235,111,712,4.763667
2012, 9,3,1,15.500,17.299,1099,1099,62,549,2.929039
2012, 9,3,1,17.299,17.599,449,449,197,466,2.843686
2012, 9,3,1,17.599,18.700,512,512,68,508,2.802114
2012, 9,3,2,70.800,84.399,9268,9268,790,78,4.866574
2012, 9,3,1,70.800,84.399,1745,1745,77,729,4.939257
2012, 9,3,1,84.400,89.800,1488,1488,76,734,4.953879
2012, 9,3,2,84.400,89.800,9951,9951,790,77,4.861019
2012, 9,3,1,89.800,91.499,1488,1488,76,734,4.954083
2012, 9,3,2,89.800,91.499,9951,9951,790,83,4.863598
2012, 9,3,2,91.499,95.800,11736,11736,794,66,4.906254
2012, 9,3,1,91.499,95.800,2265,2265,107,787,5.397809
2012, 9,3,2,95.800,109.899,12809,12809,832,72,5.204549
2012, 9,3,1,95.800,109.899,1445,1445,70,778,5.098545
2012, 9,3,2,109.900,119.550,13011,13011,855,66,5.271242
2012, 9,3,1,109.900,119.550,1243,1243,47,788,5.076387
2012, 9,3,1,119.550,129.100,1294,1294,49,782,5.021059
2012, 9,3,2,49.600,57.200,9401,9401,755,115,5.089161
2012, 9,3,2,57.200,70.800,9770,9770,796,69,4.865147
2012, 9,3,1,57.200,70.800,1496,1496,69,738,4.934747
2012, 9,3,1,131.978,138.100,1562,1562,60,786,5.133649
2012, 9,3,2,131.978,138.100,12561,12561,842,68,5.205997
2012, 9,3,2,138.100,139.500,11966,11966,822,59,5.031023
2012, 9,3,1,138.100,139.500,2214,2214,80,795,5.308623
2012, 9,3,1,139.500,149.510,1428,1428,85,778,5.240027
2012, 9,3,2,139.500,149.510,12743,12743,874,90,5.571746
2012, 9,3,1,149.510,158.400,1866,1866,82,748,5.051774
2012, 9,3,2,149.510,158.400,12567,12567,874,117,5.725399
2012, 9,3,1,158.400,173.700,162,162,38,818,5.199661
2012, 9,3,2,158.400,173.700,13733,13733,917,49,5.596940
2012, 9,3,1,173.700,180.000,866,866,87,755,5.159877
2012, 9,3,2,173.700,180.000,12198,12198,871,112,5.621844
2012, 9,3,2,180.000,184.401,11155,11155,785,151,5.406182
2012, 9,3,2,119.550,129.100,13046,13046,852,72,5.317324
2012, 9,3,1,129.100,131.978,2521,2521,106,803,5.466015
2012, 9,3,2,129.100,131.978,11862,11862,795,52,4.867908
2012, 9,3,2,185.000,191.899,2639,2639,715,106,4.803915
2012, 9,3,1,185.000,191.899,767,767,248,792,6.789576
2012, 9,3,2,191.900,200.700,2783,2783,825,105,5.261933
2012, 9,3,1,191.900,200.700,253,253,147,797,6.440523
2012, 9,3,1,200.700,208.899,221,221,64,825,6.237579
2012, 9,3,2,200.700,208.899,3304,3304,905,75,5.417298
2012, 9,3,1,208.900,218.899,232,232,71,826,6.303431
2012, 9,3,2,208.900,218.899,3011,3011,897,76,5.374066
2012, 9,3,2,218.900,230.700,2704,2704,854,74,5.050170
2012, 9,3,1,218.900,230.700,539,539,113,828,6.617852
2012, 9,3,2,230.700,234.000,2227,2227,807,187,5.664893
2012, 9,3,1,230.700,234.000,1107,1107,162,717,6.027576
2012, 9,3,1,234.000,236.297,56,56,39,602,4.683868
2012, 9,3,1,180.000,184.401,1202,1202,170,713,5.348984
2012, 9,3,1,184.401,185.000,458,458,134,622,4.699189
2012, 9,3,2,184.401,185.000,2349,2349,584,71,3.646993
2012, 9,3,2,237.200,246.200,2363,2363,752,153,5.300845
2012, 9,3,1,237.200,246.200,342,342,190,748,6.469549
2012, 9,3,2,246.200,263.000,3562,3562,811,81,5.083671
2012, 9,3,1,246.200,263.000,180,180,132,820,6.656671
2012, 9,3,1,263.000,264.799,195,195,90,784,6.183580
2012, 9,3,2,263.000,264.799,2517,2517,854,121,5.585235
2012, 9,3,1,264.800,276.799,327,327,122,834,6.671673
2012, 9,3,2,264.800,276.799,2145,2145,820,72,5.106356
2012, 9,3,2,276.800,290.000,3443,3443,853,80,5.377657
2012, 9,3,1,276.800,290.000,114,114,88,835,6.411792
2012, 9,3,2,290.000,292.000,3103,3103,878,107,5.746677
2012, 9,3,1,290.000,292.000,114,114,63,794,6.019083
2012, 9,3,2,292.000,300.299,3742,3742,871,69,5.443708
2012, 9,3,2,234.000,237.200,1339,1339,237,176,2.601093
2012, 9,3,1,236.297,237.200,416,416,290,697,6.643116
2012, 9,3,2,313.160,329.298,3541,3541,856,43,5.181818
2012, 9,3,1,313.160,329.300,224,224,86,858,6.604851
2012, 9,3,2,329.298,330.900,2570,2570,897,80,5.559950
2012, 9,3,1,329.300,330.900,117,117,48,822,6.227233
2012, 9,3,1,330.900,346.900,530,530,86,857,6.673287
2012, 9,3,2,330.900,346.900,3357,3357,858,46,5.110386
2012, 9,3,1,346.900,349.299,79,79,36,766,5.798132
2012, 9,3,2,346.900,349.300,2907,2907,904,136,5.950105
2012, 9,3,1,349.300,360.700,184,184,60,822,6.279617
2012, 9,3,2,349.300,360.700,4905,4905,884,75,5.502201
2012, 9,3,1,360.700,374.299,148,148,67,826,6.342692
2012, 9,3,2,360.700,374.299,4340,4340,876,72,5.440913
2012, 9,3,1,374.300,388.763,267,267,79,826,6.382830
2012, 9,3,1,292.000,300.299,114,114,74,836,6.369601
2012, 9,3,2,300.299,313.160,4063,4063,874,59,5.469129
2012, 9,3,1,300.299,313.160,70,70,70,844,6.341536
2012, 9,3,1,405.555,417.922,175,175,55,1049,7.188963
2012, 9,3,3,405.555,417.922,11534,11534,331,69,1.914453
2012, 9,3,2,405.555,417.922,5392,5392,852,59,5.004615
2012, 9,3,1,417.922,424.938,247,247,65,886,6.655525
2012, 9,3,2,417.922,424.938,4467,4467,901,67,5.545911
2012, 9,3,0,424.938,426.335,3483,3483,965,955,12.188124
2012, 9,3,1,426.335,436.500,424,424,52,851,6.394893
2012, 9,3,2,426.335,436.500,4633,4633,924,104,5.910353
2012, 9,3,1,436.500,440.779,512,512,57,799,5.872908
2012, 9,3,2,436.500,440.779,4355,4355,558,152,4.365668
2012, 9,3,3,436.500,440.779,9551,9551,887,15,9.363423
2012, 9,3,1,440.779,444.329,485,485,58,825,6.203333
2012, 9,3,2,440.779,444.329,2916,2916,526,128,4.128596
2012, 9,3,2,374.300,388.763,3588,3588,867,74,5.437095
2012, 9,3,2,388.763,405.555,16541,16541,1173,112,6.819722
2012, 9,3,1,388.763,405.555,394,394,74,1064,7.321676
2012, 9,3,3,440.779,444.329,9000,9000,832,16,8.641231
2012, 9,4,0,4.100,5.200,9225,9424,176,176,2.391733
2012, 9,4,0,5.200,6.300,9225,9424,176,176,2.391733
2012, 9,4,0,6.300,11.000,9225,9424,146,146,2.330482
2012, 9,4,0,11.000,24.220,9288,9226,149,149,2.325482
2012, 9,4,1,24.220,27.000,11658,4246,136,136,1.530574
2012, 9,4,2,24.220,27.000,11658,4246,136,136,1.530574
2012, 9,4,1,27.000,27.169,11866,4236,138,138,1.567382
2012, 9,4,0,33.770,36.180,13351,11589,174,174,2.692166
2012, 9,4,0,36.180,43.000,13374,11596,171,171,2.697866
2012, 9,4,0,43.000,44.770,14085,12160,163,163,2.890566
2012, 9,4,0,44.770,50.400,14494,12487,167,167,3.000566
2012, 9,4,0,50.400,54.860,19879,17869,219,219,3.859366
2012, 9,4,0,54.860,57.129,21071,19046,231,231,4.047566
2012, 9,4,0,57.129,63.719,21072,19046,232,232,4.047766
2012, 9,4,0,63.719,66.290,23437,21157,261,261,4.409766
2012, 9,4,0,66.290,79.679,30383,23011,327,327,5.094066
2012, 9,4,0,79.679,81.995,30342,23007,327,327,5.094666
2012, 9,4,0,81.995,92.928,30307,23002,327,327,5.094766
2012, 9,4,0,92.928,94.360,30277,22970,327,327,5.092866
2012, 9,4,0,94.360,94.600,30277,22970,327,327,5.092866
2012, 9,4,2,27.000,27.169,11866,4236,138,138,1.567382
2012, 9,4,0,27.169,29.825,18944,9911,229,229,3.126433
2012, 9,4,0,29.825,33.770,13352,11591,175,175,2.692566
2012, 9,4,0,110.170,111.520,29619,23143,304,304,4.684100
2012, 9,4,0,111.520,120.000,29619,23143,304,304,4.684100
2012, 9,4,0,120.000,122.240,29709,23148,304,304,4.687800
2012, 9,4,0,122.240,125.870,29714,23149,304,304,4.688100
2012, 9,4,0,125.870,131.570,29730,23153,304,304,4.688700
2012, 9,4,0,131.570,133.850,29731,23154,305,305,4.688800
2012, 9,4,0,133.850,140.640,29731,23154,305,305,4.688800
2012, 9,4,0,140.640,142.830,36943,27699,370,370,5.580800
2012, 9,4,0,142.830,150.810,40777,30115,406,406,6.055000
2012, 9,4,0,150.810,153.000,40777,30115,406,406,6.055000
2012, 9,4,0,153.000,157.720,40777,30115,406,406,6.055000
2012, 9,4,0,157.720,159.985,50571,38534,501,501,7.622300
2012, 9,4,0,159.985,164.810,50930,38843,505,505,7.679700
2012, 9,4,0,94.600,104.561,29748,23061,314,314,4.683800
2012, 9,4,0,104.561,106.440,29731,23071,312,312,4.683700
2012, 9,4,0,106.440,110.170,29619,23143,304,304,4.684100
2013, 5,1,0,0.871,3.900,1124,1763,17,17,0.237000
2013, 5,1,0,3.900,12.420,1124,1763,17,17,0.237000
2013, 5,1,0,12.420,22.870,1124,1763,17,17,0.237000
2013, 5,1,0,22.870,28.940,1058,1631,19,19,0.229500
2013, 5,1,0,28.940,31.952,1134,1731,22,22,0.240800
2013, 5,1,0,31.952,40.667,987,1549,16,16,0.209900
2013, 5,1,0,40.980,42.980,38375,34862,448,448,6.435900
2013, 5,1,0,42.980,51.876,38375,34862,448,448,6.435900
2013, 5,1,0,51.876,53.300,38375,34862,448,448,6.435900
2013, 5,1,0,53.300,59.452,38375,34862,448,448,6.435900
2013, 5,1,0,59.452,61.344,38311,34862,447,447,6.427100
2013, 5,1,0,61.344,72.788,38285,34862,447,447,6.423700
2013, 5,1,0,72.788,74.774,38089,34673,445,445,6.403300
2013, 5,1,0,74.774,85.484,38081,34665,445,445,6.402500
2013, 5,1,0,85.484,87.484,38004,34665,445,445,6.397400
2013, 5,1,0,87.484,98.152,37948,34665,445,445,6.393700
2013, 5,1,0,98.152,100.146,37948,34649,444,444,6.391400
2013, 5,1,0,100.146,111.417,37945,34543,444,444,6.376200
2013, 5,1,0,111.417,113.227,37941,34532,444,444,6.374700
2013, 5,1,0,113.227,124.328,37940,34531,443,443,6.374300
2013, 5,1,0,124.328,126.656,37848,34458,437,437,6.337600
2013, 5,1,0,126.656,136.191,37848,34458,437,437,6.337600
2013, 5,1,0,136.191,137.977,37848,34458,437,437,6.336900
2013, 5,1,0,137.977,149.042,37846,34452,437,437,6.336300
2013, 5,1,0,149.042,150.938,37845,34449,437,437,6.335800
2013, 5,1,0,150.938,160.658,37845,34449,437,437,6.335800
2013, 5,1,0,160.658,162.550,37878,34420,437,437,6.336100
2013, 5,1,0,162.550,176.178,37921,34383,437,437,6.336800
2013, 5,1,0,176.178,178.191,37921,34383,436,436,6.337000
2013, 5,1,0,178.191,185.745,37921,34383,436,436,6.337200
2013, 5,1,0,185.745,187.703,37921,34383,436,436,6.337200
2013, 5,1,0,187.703,198.924,37921,34384,436,436,6.337400
2013, 5,1,0,198.924,200.821,37921,34339,436,436,6.333600
2013, 5,1,0,200.821,210.805,37922,34315,436,436,6.331700
2013, 5,1,0,210.805,212.848,37921,34315,436,436,6.331500
2013, 5,1,0,212.848,226.060,37921,34315,436,436,6.331500
2013, 5,2,2,0.799,4.620,2494,2494,269,294,3.429671
2013, 5,2,1,0.799,4.620,3274,3274,277,181,3.131883
2013, 5,2,0,4.620,5.808,4184,4184,549,435,6.542031
2013, 5,2,1,5.808,14.078,3516,3516,383,266,4.402387
2013, 5,2,2,5.808,14.078,2099,2099,176,174,2.252336
2013, 5,2,0,14.078,21.585,4377,4377,566,444,6.732993
2013, 5,2,0,21.585,23.039,3318,3318,478,337,5.342861
2013, 5,2,0,23.039,24.485,3129,3129,455,339,5.331999
2013, 5,2,0,24.485,30.039,4067,4067,533,429,6.606580
2013, 5,2,0,30.039,32.229,4086,4086,444,343,5.317549
2013, 5,2,0,32.229,37.938,4168,4168,534,431,6.637067
2013, 5,2,0,37.938,39.953,4376,4376,455,323,5.345833
2013, 5,2,0,39.953,52.327,4091,4091,524,432,6.588391
2013, 5,2,0,52.327,54.909,2656,2656,404,343,4.797677
2013, 5,2,0,54.909,60.218,3193,3193,499,414,5.995563
2013, 5,2,0,60.218,61.962,2431,2431,408,340,4.778277
2013, 5,2,0,61.962,73.362,2681,2681,446,411,5.590192
2013, 5,2,0,73.362,75.223,2848,2848,336,328,4.327529
2013, 5,2,0,75.223,86.503,2614,2614,415,386,5.150917
2013, 5,2,0,86.503,89.111,4514,4514,315,310,4.077063
2013, 5,2,0,89.111,97.421,5041,5041,416,353,5.074943
2013, 5,2,0,97.421,99.286,4805,4805,326,319,4.167814
2013, 5,2,0,99.286,104.581,4353,4353,425,359,4.968020
2013, 5,2,1,104.581,120.604,1449,1449,238,242,2.897141
2013, 5,2,2,104.581,120.604,2059,2059,247,133,2.429713
2013, 5,2,2,120.604,121.089,3230,3230,192,118,2.175475
2013, 5,2,1,120.604,124.500,2723,2723,230,244,2.899135
2013, 5,2,2,121.089,124.773,1328,1328,222,128,2.254755
2013, 5,2,0,124.773,132.555,1973,1973,452,360,5.083681
2013, 5,2,0,132.555,135.574,1734,1734,387,299,4.180112
2013, 5,2,0,135.574,145.500,1384,1384,410,355,4.545741
2013, 5,2,0,145.500,147.960,3508,3508,309,273,3.542144
2013, 5,2,0,147.960,158.939,2622,2622,382,305,4.187591
2013, 5,2,0,158.939,159.299,3153,3153,315,270,3.504987
2013, 5,2,0,159.299,160.665,3909,3909,302,264,3.469233
2013, 5,2,0,160.665,172.047,2908,2908,373,300,4.172536
2013, 5,2,0,172.047,173.766,2497,2497,307,267,3.482706
2013, 5,2,0,173.766,178.773,1958,1958,373,305,4.154744
2013, 5,2,0,178.773,180.483,2448,2448,339,279,3.727872
2013, 5,2,0,180.483,191.757,1906,1906,372,308,4.157847
2013, 5,2,0,191.757,194.386,2061,2061,328,258,3.477515
2013, 5,2,0,194.386,205.338,1906,1906,373,309,4.177910
2013, 5,2,0,205.338,207.166,2371,2371,342,265,3.649185
2013, 5,2,0,207.166,220.855,2056,2056,375,308,4.188544
2013, 5,2,0,220.855,222.616,2145,2145,308,284,3.536833
2013, 5,2,0,222.616,226.666,1952,1952,377,316,4.222405
2013, 5,2,0,226.666,229.371,1532,1532,313,276,3.497242
2013, 5,2,0,229.371,237.805,1200,1200,376,318,4.198251
2013, 5,2,0,237.805,239.854,1667,1667,318,273,3.524003
2013, 5,2,0,239.854,251.411,1200,1200,374,319,4.194402
2013, 5,2,0,251.411,253.186,1848,1848,327,286,3.693374
2013, 5,2,0,253.186,262.628,1281,1281,376,319,4.199132
2013, 5,2,0,262.628,264.401,1987,1987,319,263,3.449901
2013, 5,2,0,264.401,275.827,1886,1886,373,319,4.174962
2013, 5,2,1,275.827,277.268,3543,3543,266,213,2.759553
2013, 5,2,2,275.827,277.268,1843,1843,47,27,0.514579
2013, 5,2,0,277.268,278.180,3909,3909,314,241,3.290182
2013, 5,2,0,278.180,287.973,3025,3025,371,308,4.188209
2013, 5,2,0,287.973,289.709,2452,2452,292,269,3.424773
2013, 5,2,0,289.709,302.303,2870,2870,370,299,4.160556
2013, 5,2,0,302.303,304.934,3073,3073,304,274,3.564525
2013, 5,2,0,304.934,316.286,2824,2824,370,301,4.176798
2013, 5,2,0,316.286,318.383,2327,2327,307,271,3.584486
2013, 5,2,0,318.383,329.059,2875,2875,370,301,4.176155
2013, 5,2,0,329.059,330.776,3042,3042,303,270,3.559218
2013, 5,2,0,330.776,341.732,3050,3050,370,298,4.143782
2013, 5,2,0,341.732,343.501,2466,2466,313,270,3.630515
2013, 5,2,0,343.501,352.110,2757,2757,370,300,4.161678
2013, 5,2,0,352.110,354.346,2728,2728,306,267,3.551531
2013, 5,2,0,354.346,359.249,2907,2907,370,300,4.161678
2013, 5,2,0,359.249,360.860,2656,2656,320,268,3.637764
2013, 5,2,0,360.860,374.262,2711,2711,370,300,4.161678
2013, 5,2,0,374.262,376.061,2674,2674,313,262,3.575244
2013, 5,2,0,376.061,386.655,2711,2711,369,298,4.151192
2013, 5,2,0,386.655,388.241,2463,2463,338,270,3.769967
2013, 5,2,0,388.241,398.049,2711,2711,370,302,4.174091
2013, 5,2,0,398.049,400.154,2604,2604,308,276,3.555585
2013, 5,2,0,400.154,407.997,2756,2756,369,303,4.175503
2013, 5,2,0,407.997,408.667,3034,3034,326,271,3.647056
2013, 5,2,0,408.667,416.595,2875,2875,368,303,4.173198
2013, 5,2,0,416.595,418.680,3391,3391,322,243,3.325125
2013, 5,2,0,418.680,427.345,2991,2991,368,300,4.154664
2013, 5,2,0,427.345,429.248,1210,1210,171,261,2.549495
2013, 5,2,0,429.248,431.907,359,359,54,149,0.975574
2013, 5,2,1,431.907,434.000,4005,4005,305,108,2.552215
2013, 5,2,2,431.907,434.000,915,915,74,204,1.524390
2013, 5,3,2,4.600,5.800,603,603,152,18,0.353647
2013, 5,3,1,4.600,5.800,675,675,55,30,0.304341
2013, 5,3,2,5.800,6.100,878,878,144,12,0.365056
2013, 5,3,1,5.800,6.100,739,739,43,32,0.281084
2013, 5,3,1,6.100,7.300,416,416,69,430,1.926936
2013, 5,3,2,6.100,7.300,1023,1023,350,55,1.428395
2013, 5,3,1,7.300,13.201,461,461,85,474,2.073761
2013, 5,3,2,7.300,13.201,1444,1444,464,52,1.720442
2013, 5,3,2,13.201,14.399,2966,2966,469,62,1.973336
2013, 5,3,1,13.201,14.399,1045,1045,184,545,2.556197
2013, 5,3,2,14.400,15.100,6060,6060,450,95,2.553189
2013, 5,3,1,14.400,15.100,661,661,139,582,2.681055
2013, 5,3,1,15.100,15.500,801,801,176,627,3.679060
2013, 5,3,1,17.599,18.700,313,313,52,573,3.158660
2013, 5,3,2,17.599,29.299,8071,8071,689,47,3.552168
2013, 5,3,1,18.700,29.299,244,244,38,678,3.730331
2013, 5,3,2,29.300,36.000,8095,8095,676,25,3.471031
2013, 5,3,1,29.300,46.000,253,253,31,678,3.744109
2013, 5,3,2,36.000,41.500,9458,9458,776,118,4.256964
2013, 5,3,2,41.500,46.000,9236,9236,756,32,3.801295
2013, 5,3,1,46.000,48.270,955,955,163,567,3.776254
2013, 5,3,2,46.000,48.270,5462,5462,419,22,2.357413
2013, 5,3,2,48.270,49.599,5666,5666,559,75,3.560129
2013, 5,3,2,15.100,17.599,6671,6671,402,97,2.473122
2013, 5,3,1,15.500,17.299,2421,2421,101,599,3.381605
2013, 5,3,1,17.299,17.599,907,907,179,541,3.229118
2013, 5,3,1,57.200,70.800,600,600,95,798,5.396222
2013, 5,3,2,70.800,84.399,7071,7071,818,72,4.877355
2013, 5,3,1,70.800,84.399,382,382,54,805,5.242081
2013, 5,3,1,84.400,89.800,376,376,98,829,5.655943
2013, 5,3,2,84.400,89.800,6889,6889,775,50,4.489606
2013, 5,3,1,89.800,91.499,376,376,98,828,5.645483
2013, 5,3,2,89.800,91.499,6889,6889,775,53,4.497758
2013, 5,3,2,91.499,95.800,8573,8573,767,37,4.465021
2013, 5,3,1,91.499,95.800,545,545,135,878,6.124438
2013, 5,3,2,95.800,109.899,9244,9244,833,81,5.055311
2013, 5,3,1,95.800,109.899,307,307,70,834,5.549041
2013, 5,3,2,109.900,119.550,9551,9551,839,76,5.098556
2013, 5,3,1,109.900,119.550,392,392,68,842,5.560500
2013, 5,3,1,48.270,57.199,475,475,124,769,5.114770
2013, 5,3,2,49.600,57.200,6295,6295,746,128,4.978470
2013, 5,3,2,57.200,70.800,6519,6519,777,79,4.668718
2013, 5,3,2,129.100,131.978,8287,8287,760,74,4.694520
2013, 5,3,1,131.978,138.100,298,298,46,836,5.365503
2013, 5,3,2,131.978,138.100,9569,9569,859,84,5.255814
2013, 5,3,2,138.100,139.500,9342,9342,837,53,4.920439
2013, 5,3,1,138.100,139.500,442,442,70,864,5.705145
2013, 5,3,1,139.500,149.510,442,442,58,845,5.512150
2013, 5,3,2,139.500,149.510,9622,9622,882,93,5.451182
2013, 5,3,2,149.510,158.400,9306,9306,902,164,5.997787
2013, 5,3,1,149.510,158.400,599,599,37,776,4.977302
2013, 5,3,1,158.400,173.700,1179,1179,112,896,6.149350
2013, 5,3,2,158.400,173.700,8770,8770,828,42,4.807678
2013, 5,3,2,173.700,180.000,8383,8383,818,124,5.249606
2013, 5,3,1,173.700,180.000,1345,1345,122,815,5.714351
2013, 5,3,1,119.550,129.100,1123,1123,92,781,5.283889
2013, 5,3,2,119.550,129.100,8967,8967,815,138,5.376078
2013, 5,3,1,129.100,131.978,1622,1622,149,844,5.952719
2013, 5,3,2,184.401,185.000,2684,2684,655,74,3.996761
2013, 5,3,1,185.000,191.899,520,520,162,869,7.039525
2013, 5,3,2,185.000,191.899,2697,2697,827,128,5.426592
2013, 5,3,1,191.900,200.700,326,326,162,896,7.240071
2013, 5,3,2,191.900,200.700,3439,3439,830,99,5.166787
2013, 5,3,2,200.700,208.899,3563,3563,908,100,5.557614
2013, 5,3,1,200.700,208.899,261,261,82,896,6.851470
2013, 5,3,2,208.900,218.899,3423,3423,913,113,5.677062
2013, 5,3,1,208.900,218.899,345,345,77,883,6.726455
2013, 5,3,2,218.900,230.700,2985,2985,890,124,5.604326
2013, 5,3,1,218.900,230.700,595,595,103,870,6.793007
2013, 5,3,1,230.700,234.000,1165,1165,148,797,6.491680
2013, 5,3,2,230.700,234.000,2528,2528,848,199,5.950035
2013, 5,3,1,180.000,184.401,718,718,141,805,5.774788
2013, 5,3,2,180.000,184.401,8806,8806,796,132,5.155124
2013, 5,3,1,184.401,185.000,287,287,106,680,4.973001
2013, 5,3,1,236.297,237.200,295,295,291,780,7.179174
2013, 5,3,2,237.200,246.200,2228,2228,825,106,5.360530
2013, 5,3,1,237.200,246.200,316,316,141,880,7.075164
2013, 5,3,1,246.200,263.000,84,84,53,897,6.801050
2013, 5,3,2,246.200,263.000,3080,3080,911,91,5.634576
2013, 5,3,2,263.000,264.799,3111,3111,933,124,5.952904
2013, 5,3,1,263.000,264.799,53,53,26,862,6.448531
2013, 5,3,1,264.800,276.799,84,84,50,915,6.919726
2013, 5,3,2,264.800,276.799,3293,3293,910,71,5.504118
2013, 5,3,2,276.800,290.000,3052,3052,870,76,5.369488
2013, 5,3,1,276.800,290.000,153,153,91,915,7.088778
